id,title,body,category,priority
1608,Problema essenziale: verificare errore contabile generato dal gestionale CRM,"Ciao a tutti, il cliente si lamenta, è essenziale riuscire a verificare errore contabile generato dal gestionale CRM entro oggi. Fatemi sapere se avete bisogno di altro. impatta il flusso del team.",Amministrazione,Media
1609,CRITICO: serve brochure aggirando il limite di dimensione email con massima urgenza !!,"Ciao a tutti, situazione critica: dobbiamo inviare la brochure aggirando il limite di dimensione email subito. Potete farmi sapere le tempistiche?",Commerciale,Alta
1610,supporto per target di fatturato,"salve, mi serve una mano per verificare il target di fatturato. vi prego di darci priorità se possibile. sta rallentando il lavoro.",Commerciale,Media
1611,Domanda: come fattura del fornitore?,"Team, avrei bisogno di registrare la fattura del fornitore quando avete un attimo. Vi auguro una buona giornata.",Amministrazione,Bassa
1612,CRITICO: inserire il nuovo lead qualificato nel CRM,"Gentile supporto, è assolutamente critica inserire il nuovo lead qualificato nel CRM il prima possibile. In allegato trovate i dettagli. l'ordine non parte.",Commerciale,Bassa
1613,Blocco operativo: collegare il tablet del direttore vendite al Wi-Fi,"Buongiorno, situazione critica: dobbiamo collegare il tablet del direttore vendite al Wi-Fi subito. Vi prego di darci priorità se possibile. rischiamo di andare fuori tempo.",Amministrazione,Alta
1614,Assistenza per verificare errore contabile generato dal gestionale CRM??,"Scusate il disturbo, è necessario verificare errore contabile generato dal gestionale CRM. In allegato trovate i dettagli. va gestito appena possibile.",Amministrazione,Media
1615,Task: fattura del cliente,Vorrei sapere come registrare la fattura del cliente. Grazie in anticipo per l'aiuto.,Amministrazione,Bassa
1616,Situazione prioritaria: richiesta di anticipo spese del dipendente,"ciao a tutti, è un'emergenza, dobbiamo approvare la richiesta di anticipo spese del dipendente ora. vi prego di darci priorità se possibile. sta rallentando il lavoro.",Amministrazione,Media
1617,URGENTE: 404 sul portale di emissione note di credito,"Scusate il disturbo, è una situazione catastrofica, per favore fate in modo di risolvere l'errore 404 sul portale di emissione note di credito con urgenza. Vi invio questa mail per un aggiornamento. non possiamo chiudere la pratica.",Tecnico,Bassa
1618,URGENTE: licenza del software di getsione clienti,"Ciao, vi prego di rinnovare la licenza del software di gestione clienti immediatamente, la situazione è fondamentale. Vi ringrazio per la collaborazione.",Commerciale,Alta
1619,Info su come licenza del software di analisi dei dati commerciali,"Gentile suppoto, apro questo ticket perché devo rinnovare la licenza del software di analisi dei dati commerciali. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Bassa
1620,situazione catastrofica: trattativa in corso su hubspot,"Buongiorno, situazione critica: dobbiamo chiudere la trattativa in corso su HubSpot subito. Vi auguro una buona giornata. il cliente e' fermo.",Commerciale,Alta
1621,Blocco operativo: target di fatturato per il prossimo anno,"Salve, è assolutamente bloccante verificare il target di fatturato per il prossimo anno il prima possibile. Grazie per la vostra attenzione. il pagamento risulta bloccato.",Commerciale,Alta
1622,Richiesta: connessione al server FTP,"Scusate il disturbo, come posso procedere per ripristinare la connessione al server FTP? Vi invio questa mail per un aggiornamento.",Tecnico,Media
1623,CRITICO: serve recuperare la cronologia del cliente dal vecchio database vendite con massima urgenza,"Buonasera, il cliente si lamenta, è rilevante riuscire a recuperare la cronologia del cliente dal vecchio database vendite entro oggi. Potete farmi sapere le tempistiche? serve un riscontro in giornata.",Amministrazione,Media
1624,Richiesta: forecast aggiornato al team di vendita,"Scusate il disturbo, vorrei sapere come inviare il forecast aggiornato al team di vendita. Resto a disposizione per ulteriori informazioni. rischiamo di andare fuori tempo.",Commerciale,Media
1625,Emergenza: calcolare le provvigioni di fine anno il prima possibile,"Buonasera, la situazione è improrogabile, vi chiedo di calcolare le provvigioni di fine anno immediatamente. Vi prego di darci priorità se possibile.",Commerciale,Alta
1626,Blocco operativo: ccesso alla VPN,"Ciao, siamo fermi. È importante poter risolvere il problema di accesso alla VPN per continuare a lavorare. Attendo un vostro riscontro. va gestito appena possibile. non blocca il lavoro ma preferirei una verifica rapida.",Tecnico,Media
1627,Supporto per nuovo firewall,"Buongiorno, è necessario configurare il nuovo firewall. Vi auguro una buona giornata.",Tecnico,Alta
1628,Info su come forecast aggiornato al management,"Buonasera, potete darmi indicazioni su come inviare il forecast aggiornato al management? Grazie in anticipo per l'aiuto.",Commerciale,Bassa
1629,Problema improrogabile: target di fatturato,"Gentile supporto, è una situazione improrogabile, per favore fate in modo di verificare il target di fatturato con urgenza. Vi invio questa mail per un aggiornamento.",Commerciale,Alta
1630,Emergenza: ritenuta d'acconto il prima possibile,"Team, ticket escalato: serve calcolare la ritenuta d'acconto con massima urgenza. È una questione grave. Grazie per il vostro supporto continuo. il pagamento risulta bloccato.",Tecnico,Bassa
1631,Richiesta: resettare la password dell'account email,VI SCRIVO PER CHIEDERE DI RESETTARE LA PASSWORD DELL'ACCOUNT EMAIL. VI INVIO QUESTA MAIL PER UN AGGIORNAMENTO.,Tecnico,Bassa
1632,Necessità di modello F24 al commercialista,"Buongiorno, come posso procedere per inviare il modello F24 al commercialista? Grazie per la vostra attenzione.",Amministrazione,Bassa
1633,Assistenza per mandato di pagamento per il fornitore,Avrei una richiesta: mi serve emettere il mandato di pagamento per il fornitore. Resto a disposizione per ulteriori chiarimenti. impatta il flusso del team.,Amministrazione,Media
1634,Supporto per nuovo firewall,"Ciao a tutti, vorrei sapere come configurare il nuovo firewall. Grazie in anticipo per l'aiuto. non siamo fermi, pero' vorrei chiuderlo presto.",Tecnico,Bassa
1635,Allarme: accesso alla cartella condivisa dei contratti,"Ciao, situazione critica: dobbiamo ripristinare l'accesso alla cartella condivisa dei contratti subito. Grazie per il vostro supporto continuo. il pagamento risulta bloccato.",Tecnico,Alta
1636,Necessià di sincronizzazione tra il CRM e il database contabile,Come posso procedere per risolvere l'errore di sincronizzazione tra il CRM e il database contabile? Attendo un vostro riscontro. impatta il flusso del team.,Tecnico,Media
1637,Emergenza: transazione in sospeso il prima possibile,"Team, è un blocco totale, serve sbloccare la transazione in sospeso immediatamente. Resto a disposizione per ulteriori informazioni. il reparto e' bloccato. non blocca il lavoro ma preferirei una verifica rapida.",Amministrazione,Alta
1638,Allarme: modello F24 al commercialista,"Buongiorno, è un blocco totale, serve inviare il modello F24 al commercialista immediatamente. Potete farmi sapere le tempistiche? non riusciamo a lavorare. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Alta
1639,Necessità di pagamento della ftatura,"Ciao a tutti, vi scrivo per chiedere di verificare il pagamento della fattura. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
1640,Supporto per batteria del laptop,"Ciao, avrei bisogno di sostituire la batteria del laptop quando avete un attimo. Spero di ricevere presto notizie da voi.",Tecnico,Bassa
1641,Blocco totale: nuova stampante multifunzione,Ticket escalato: serve mappare la nuova stampante multifunzione con massima urgenza. È una questione essenziale. Resto in attesa di una vostra risposta.,Tecnico,Media
1642,CRITICO: login sull'applicativo,"Buongiorno, è un'emergenza, dobbiamo risolvere l'errore di login sull'applicativo ora. Resto a disposizione per ulteriori informazioni.",Tecnico,Media
1643,CRITICO: fattura del fornitore,"Salve, siamo fermi. È essenziale poter registrare la fattura del fornitore per continuare a lavorare. Attendo un vostro riscontro. serve un riscontro in giornata. !!",Amministrazione,Media
1644,Assistenza per riavviare il server principale,"Salve, vi contatto per riavviare il server principale. In allegato trovate i dettagli.",Tecnico,Bassa
1645,blocco operativo: trattativa in corso su pipedrive,"Ciao a tutti, ticket escalato: serve chiudere la trattativa in corso su Pipedrive con massima urgenza. È una questione fondamentale. Attendo un vostro riscontro. rischiamo di andare fuori tempo.",Commerciale,Media
1646,Richiesta: fattura del fornitore,"Ciao a tutti, avrei bisogno di registrare la fattura del fornitore quando avete un attimo. Resto a disposizione per ulteriori ciharimenti.",Amministrazione,Bassa
1647,Richiesta: brochure aggirando il limite di dimensione email,"Salve, potete drmi indicazioni su come inviare la brochure aggirando il limite di dimensione email? Grazie per il vostro supporto continuo.",Commerciale,Media
1648,Task: sbloccare l'utenza aziendale bloccata,"Avrei bisogno di sbloccare l'utenza aziendale bloccata quando avete un attimo. Per qualsiasi domanda, non esitate a contattarmi.",Tecnico,Media
1649,Info su come richiesta di rimborso spese,"SALVE, È NECESSARIO APPROVARE LA RICHIESTA DI RIMBORSO SPESE. GRAZIE PER LA VOSTRA ATTENZIONE.",Amministrazione,Bassa
1650,Info su come disco rigido guasto alla postazione 1,"Buongiorno, apro questo ticket perché devo sostituire il disco rigido guasto alla postazione 1. Grazie per il vostro supporto continuo. non e' critico, e' solo per evitare ritardi piu' avanti.",Commerciale,Media
1651,URGENTE: sincronizzazione tra il CRM e il database contabile,"Ciao a tutti, è un'emergenza, dobbiamo risolvere l'errore di sincronizzazione tra il CRM e il database contabile ora. Grazie per il vostro supporto continuo.",Tecnico,Media
1652,URGENTE: connessione al server di posta,"Per favore, è un blocco totale, serve ripristinare la connessione al server di posta immediatamente. Vi ringrazio per la collaborazione. impatta il flusso del team.",Amministrazione,Alta
1653,Domanda: come listino prezzi per il mese in corso?,"Team, apro questo ticket perché devo aggiornare il listino prezzi per il mese in corso. Vi ringrazio per la collaborazione.",Commerciale,Bassa
1654,Task: recuperare la cronologia del cliente dal vecchio database vendite,"Per favore, mi serve una mano per recuperare la cronologia del cliente dal vecchio database vendite. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Bassa
1655,Supporto per calcolare le provvigioni di fine anno per il top seller,"Ciao a tutti, ho bisogno di supporto per calcolare le provvigioni di fine anno per il top seller. Fatemi sapere se avete bisogno di altro.",Commerciale,Bassa
1656,Domanda: come target di fatturato per il trimestre in corso?,"Salve, vorrei chiedervi di verificare il target di fatturato per il trimestre in corso. Potete farmi sapere le tempistiche?",Commerciale,Bassa
1657,Task: centro di costo assegnato al nuovo server,"Salve, mi serve una mano per verificare il centro di costo assegnato al nuovo server. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Bassa
1658,Emergenza: sincronizzazione del calendario il prima possibile,"Buonasera, siamo fermi. È vitale poter risolvere il problema di sincronizzazione del calendario per continuare a lavorare. Grazie in anticipo per l'aiuto. non possiamo chiudere la pratica.",Tecnico,Alta
1659,Blocco totale: backup del database,"Salve, è una situazione seria, per favore fate in modo di ripristinare il backup del database con urgenza. Attendo un vostro riscontro. impatta il flusso del team.",Tecnico,Alta
1660,Necessità di stampante per il contratto del cliente,"Per favore, avrei bisogno di sbloccare la stampante per il contratto del cliente quando avete un attimo. Grazie in anticipo per l'aiuto. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Bassa
1661,Task: login sull'applicativo,"Scusate il disturbo, vorrei sapere come risolvere l'errore di login sull'applicativo. Vi prego di darci priorità se possibile.",Tecnico,Bassa
1662,Info su come nuovo switch di rete,Ci sarebbe da configurare il nuovo switch di rete per favore. Spero si possa risolvere in fretta.,Tecnico,Bassa
1663,Richiesta: fornire il riepilogo del bilancio,"Buongiorno, vorrei sapere come fornire il riepilogo del bilancio. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Alta
1664,Emergenza: batteria del laptop il prima possibile,"Per favore, situazione critica: dobbiamo sostituire la batteria del laptop subito. Spero di ricevere presto notizie da voi. impatta il flusso del team.",Tecnico,Alta
1665,Allarme: budget trimestrale,"TEAM, È UNA SITUAZIONE CRITICA, PER FAVORE FATE IN MODO DI APPROVARE IL BUDGET TRIMESTRALE CON URGENZA. VI AUGURO UNA BUONA GIORNATA. NON POSSIAMO CHIUDERE LA PRATICA.",Amministrazione,Alta
1666,Situazione improrogabile: cartella condivisa di rete,"Ciao a tutti, il cliente si lamenta, è improrogabile riuscire a mappare la cartella condivisa di rete entro oggi. Vi ringrazio per la collaborazione. non e' critico, e' solo per evitare ritardi piu' avanti.",Tecnico,Alta
1667,Domanda: come licenza del software di vendita?,"Per favore, vi contatto per rinnovare la licenza del software di vendita. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
1668,Blocco operativo: registro dei beni ammortizzabili,"Ciao a tutti, è assolutamente disastrosa aggiornare il registro dei beni ammortizzabili il prima possibile. Vi prego di darci priorità se possibile. il cliente e' fermo.... !!!",Amministrazione,Bassa
